"YEAR" "HAUL_NUMBER" "GENUS" "SPECIES" "SEX" "WEIGHT_OF_THE_FRACTION" "WEIGHT_OF_THE_SAMPLE_MEASURED" "SumSexTotal" "raising"
"26811" 2017 116 "ARIS" "FOL" "F" 920 920 18 18
"26812" 2006 1 "PAPE" "LON" "F" 920 920 84 84
"26813" 2006 4 "PAPE" "LON" "F" 920 920 120 120
"26814" 2014 172 "PAPE" "LON" "F" 920 920 71 71
"26815" 2014 84 "MERL" "MER" "F" 920 920 3 3
"26816" 2007 110 "MERL" "MER" "F" 920 920 15 15
"26817" 2015 33 "TODA" "SAG" "F" 920 920 1 1
"26818" 2011 85 "ETMO" "SPI" "F" 920 920 22 22
"26819" 2010 177 "TRAC" "TRA" "F" 920 920 5 5
"26820" 2015 97 "OCTO" "VUL" "F" 920 920 1 1
"26821" 2005 77 "LOPH" "BUD" "I" 920 920 4 4
"26822" 2013 88 "ILLE" "COI" "I" 920 920 5 5
"26823" 2015 110 "ILLE" "COI" "I" 920 920 6 6
"26824" 2002 79 "HELI" "DAC" "I" 920 920 44 44
"26825" 2016 142 "HELI" "DAC" "I" 920 920 14 14
"26826" 2015 4 "ENGR" "ENC" "I" 920 920 75 75
"26827" 2015 6 "ENGR" "ENC" "I" 920 920 84 84
"26828" 2018 104 "ENGR" "ENC" "I" 920 920 145 145
"26829" 2017 76 "TRAC" "MED" "I" 920 920 77 77
"26830" 2007 110 "MERL" "MER" "I" 920 920 28 28
"26831" 2012 76 "SARD" "PIL" "I" 920 920 82 82
"26832" 2013 175 "SARD" "PIL" "I" 920 920 79 79
"26833" 2015 168 "MICM" "POU" "I" 920 920 7 7
"26834" 2008 21 "LOLI" "VUL" "I" 920 920 146 146
"26835" 2015 145 "ELED" "CIR" "M" 920 920 2 2
"26836" 2013 88 "ILLE" "COI" "M" 920 920 7 7
"26837" 2015 110 "ILLE" "COI" "M" 920 920 3 3
"26838" 2018 169 "ILLE" "COI" "M" 920 920 1 1
"26839" 2002 79 "HELI" "DAC" "M" 920 920 4 4
"26840" 2015 4 "ENGR" "ENC" "M" 920 920 34 34
"26841" 2017 116 "ARIS" "FOL" "M" 920 920 28 28
"26842" 2006 1 "PAPE" "LON" "M" 920 920 20 20
"26843" 2006 4 "PAPE" "LON" "M" 920 920 60 60
"26844" 2014 172 "PAPE" "LON" "M" 920 920 105 105
"26845" 2014 84 "MERL" "MER" "M" 920 920 3 3
"26846" 2007 110 "MERL" "MER" "M" 920 920 8 8
"26847" 2011 85 "ETMO" "SPI" "M" 920 920 25 25
"26848" 2010 177 "TRAC" "TRA" "M" 920 920 2 2
"26849" 2005 143 "HELI" "DAC" "F" 921 921 1 1
"26850" 1999 35 "PAPE" "LON" "F" 921 921 25 25
"26851" 1995 108 "MERL" "MER" "F" 921 921 8 8
"26852" 2001 126 "ELED" "MOS" "F" 921 921 2 2
"26853" 1999 145 "MICM" "POU" "F" 921 921 1 1
"26854" 2004 121 "LOLI" "VUL" "F" 921 921 1 1
"26855" 2005 143 "HELI" "DAC" "I" 921 921 6 6
"26856" 1995 108 "MERL" "MER" "I" 921 921 5 5
"26857" 2004 121 "LOLI" "VUL" "I" 921 921 78 78
"26858" 2005 143 "HELI" "DAC" "M" 921 921 3 3
"26859" 1999 35 "PAPE" "LON" "M" 921 921 43 43
"26860" 1995 108 "MERL" "MER" "M" 921 921 3 3
"26861" 2001 126 "ELED" "MOS" "M" 921 921 4 4
"26862" 1999 145 "MICM" "POU" "M" 921 921 1 1
"26863" 2004 121 "LOLI" "VUL" "M" 921 921 1 1
"26864" 2000 140 "LEPM" "BOS" "F" 922 922 6 6
"26865" 2008 79 "MERL" "MER" "F" 922 922 2 2
"26866" 2008 79 "MERL" "MER" "I" 922 922 3 3
"26867" 2000 140 "LEPM" "BOS" "M" 922 922 2 2
"26868" 2008 79 "MERL" "MER" "M" 922 922 6 6
"26869" 2007 109 "ELED" "MOS" "F" 923 923 3 3
"26870" 1997 93 "LOPH" "BUD" "M" 923 923 6 6
"26871" 2007 109 "ELED" "MOS" "M" 923 923 2 2
"26872" 2007 80 "TRAC" "MED" "F" 924 924 12 12
"26873" 2007 80 "TRAC" "MED" "I" 924 924 6 6
"26874" 2010 173 "ILLE" "COI" "F" 925 925 12 12
"26875" 2013 180 "ILLE" "COI" "F" 925 925 12 12
"26876" 2009 28 "MICM" "POU" "F" 925 925 3 3
"26877" 2010 173 "ILLE" "COI" "I" 925 925 21 21
"26878" 2013 180 "ILLE" "COI" "I" 925 925 55 55
"26879" 2018 100 "LOLI" "VUL" "I" 925 925 104 104
"26880" 2003 78 "LOPH" "BUD" "M" 925 925 2 2
"26881" 2010 173 "ILLE" "COI" "M" 925 925 13 13
"26882" 2013 180 "ILLE" "COI" "M" 925 925 14 14
"26883" 2009 28 "MICM" "POU" "M" 925 925 3 3
"26884" 2003 35 "PHYI" "BLE" "F" 926 926 1 1
"26885" 2003 35 "PHYI" "BLE" "I" 926 926 5 5
"26886" 2006 99 "TRAC" "TRA" "I" 926 926 150 150
"26887" 2003 35 "PHYI" "BLE" "M" 926 926 5 5
"26888" 2005 23 "PAPE" "LON" "F" 927 927 93 93
"26889" 1995 108 "MICM" "POU" "I" 927 927 46 46
"26890" 2005 23 "PAPE" "LON" "M" 927 927 69 69
"26891" 2007 118 "BOOP" "BOO" "I" 928 928 46 46
"26892" 2007 118 "BOOP" "BOO" "M" 928 928 4 4
"26893" 2016 39 "ARIT" "ANT" "F" 930 930 35 35
"26894" 2005 33 "PHYI" "BLE" "F" 930 930 4 4
"26895" 2011 145 "PHYI" "BLE" "F" 930 930 2 2
"26896" 2009 104 "ELED" "CIR" "F" 930 930 12 12
"26897" 2002 113 "ELED" "CIR" "F" 930 930 4 4
"26898" 2011 151 "ELED" "CIR" "F" 930 930 2 2
"26899" 1998 7 "ZEUS" "FAB" "F" 930 930 1 1
"26900" 2017 39 "ARIS" "FOL" "F" 930 930 25 25
"26901" 2017 157 "PAPE" "LON" "F" 930 930 97 97
"26902" 2018 167 "PAPE" "LON" "F" 930 930 103 103
"26903" 2018 13 "MERL" "MER" "F" 930 930 4 4
"26904" 2018 135 "MERL" "MER" "F" 930 930 10 10
"26905" 2014 143 "CHIM" "MON" "F" 930 930 2 2
"26906" 2011 168 "NEPR" "NOR" "F" 930 930 18 18
"26907" 2013 98 "ETMO" "SPI" "F" 930 930 13 13
"26908" 2011 152 "ETMO" "SPI" "F" 930 930 6 6
"26909" 2005 33 "PHYI" "BLE" "I" 930 930 28 28
"26910" 2011 145 "PHYI" "BLE" "I" 930 930 47 47
"26911" 2012 13 "LOPH" "BUD" "I" 930 930 1 1
"26912" 1999 127 "TRIS" "CAP" "I" 930 930 124 124
"26913" 2002 113 "ELED" "CIR" "I" 930 930 5 5
"26914" 2016 32 "HELI" "DAC" "I" 930 930 6 6
"26915" 1998 7 "ZEUS" "FAB" "I" 930 930 1 1
"26916" 2012 31 "ZEUS" "FAB" "I" 930 930 3 3
"26917" 2017 39 "ARIS" "FOL" "I" 930 930 5 5
"26918" 2018 167 "PAPE" "LON" "I" 930 930 70 70
"26919" 2018 13 "MERL" "MER" "I" 930 930 1 1
"26920" 2018 135 "MERL" "MER" "I" 930 930 9 9
"26921" 2012 39 "HEPT" "PER" "I" 930 930 1 1
"26922" 2018 135 "SARD" "PIL" "I" 930 930 80 80
"26923" 2013 161 "SPIC" "SMA" "I" 930 930 40 40
"26924" 2018 150 "TRAC" "TRA" "I" 930 930 58 58
"26925" 2017 160 "TRAC" "TRA" "I" 930 930 62 62
"26926" 2017 176 "TRAC" "TRA" "I" 930 930 32 32
"26927" 2016 39 "ARIT" "ANT" "M" 930 930 12 12
"26928" 2011 145 "PHYI" "BLE" "M" 930 930 2 2
"26929" 2009 104 "ELED" "CIR" "M" 930 930 9 9
"26930" 2011 151 "ELED" "CIR" "M" 930 930 1 1
"26931" 2017 39 "ARIS" "FOL" "M" 930 930 30 30
"26932" 2017 157 "PAPE" "LON" "M" 930 930 87 87
"26933" 2018 167 "PAPE" "LON" "M" 930 930 114 114
"26934" 2018 13 "MERL" "MER" "M" 930 930 2 2
"26935" 2018 135 "MERL" "MER" "M" 930 930 4 4
"26936" 2014 143 "CHIM" "MON" "M" 930 930 1 1
"26937" 2011 168 "NEPR" "NOR" "M" 930 930 14 14
"26938" 2013 98 "ETMO" "SPI" "M" 930 930 11 11
"26939" 2011 152 "ETMO" "SPI" "M" 930 930 8 8
"26940" 2014 105 "HOMA" "VUL" "M" 930 930 1 1
"26941" 2006 90 "ASPI" "CUC" "F" 932 932 8 8
"26942" 2000 19 "MERL" "MER" "F" 932 932 4 4
"26943" 2000 19 "MERL" "MER" "I" 932 932 36 36
"26944" 2006 90 "ASPI" "CUC" "M" 932 932 10 10
"26945" 2000 19 "MERL" "MER" "M" 932 932 5 5
"26946" 2016 180 "RAJA" "CLA" "F" 933 933 1 1
"26947" 2004 101 "MERL" "MER" "F" 933 933 8 8
"26948" 2004 101 "MERL" "MER" "I" 933 933 2 2
"26949" 2004 101 "MERL" "MER" "M" 933 933 5 5
"26950" 1996 106 "ELED" "CIR" "F" 934 934 2 2
"26951" 2008 95 "SPIC" "FLE" "F" 934 934 4 4
"26952" 2003 16 "PAPE" "LON" "F" 934 934 30 30
"26953" 2005 89 "PAPE" "LON" "F" 934 934 72 72
"26954" 1996 106 "ELED" "CIR" "I" 934 934 2 2
"26955" 2008 95 "SPIC" "FLE" "M" 934 934 24 24
"26956" 2003 16 "PAPE" "LON" "M" 934 934 50 50
"26957" 2005 89 "PAPE" "LON" "M" 934 934 24 24
"26958" 2009 137 "MULL" "BAR" "F" 935 935 6 6
"26959" 2010 179 "MULL" "BAR" "F" 935 935 7 7
"26960" 1997 8 "TRIS" "CAP" "F" 935 935 6 6
"26961" 1997 8 "TRIS" "CAP" "I" 935 935 60 60
"26962" 1997 131 "TRAC" "TRA" "I" 935 935 140 140
"26963" 2009 137 "MULL" "BAR" "M" 935 935 4 4
"26964" 2010 179 "MULL" "BAR" "M" 935 935 5 5
"26965" 2000 140 "MICM" "POU" "F" 936 936 6 6
"26966" 2000 140 "MICM" "POU" "I" 936 936 1 1
"26967" 2000 140 "MICM" "POU" "M" 936 936 6 6
"26968" 2005 23 "RAJA" "CLA" "F" 938 938 1 1
"26969" 1997 91 "ARIT" "ANT" "F" 939 939 32 32
"26970" 1995 84 "LOPH" "BUD" "F" 939 939 1 1
"26971" 2000 81 "ASPI" "CUC" "F" 939 939 6 6
"26972" 2000 81 "ASPI" "CUC" "I" 939 939 6 6
"26973" 1997 91 "ARIT" "ANT" "M" 939 939 1 1
"26974" 2000 81 "ASPI" "CUC" "M" 939 939 10 10
"26975" 2018 152 "ARIT" "ANT" "F" 940 940 43 43
"26976" 2018 147 "MULL" "BAR" "F" 940 940 14 14
"26977" 2015 173 "MULL" "BAR" "F" 940 940 14 14
"26978" 2006 25 "LOPH" "BUD" "F" 940 940 1 1
"26979" 2016 26 "SCYO" "CAN" "F" 940 940 6 6
"26980" 2007 126 "ILLE" "COI" "F" 940 940 2 2
"26981" 1999 95 "ASPI" "CUC" "F" 940 940 7 7
"26982" 2012 8 "PAGE" "ERY" "F" 940 940 17 17
"26983" 2015 31 "ZEUS" "FAB" "F" 940 940 2 2
"26984" 2001 24 "PAPE" "LON" "F" 940 940 78 78
"26985" 2006 94 "PAPE" "LON" "F" 940 940 24 24
"26986" 2011 4 "MERL" "MER" "F" 940 940 7 7
"26987" 2010 16 "MERL" "MER" "F" 940 940 3 3
"26988" 2014 76 "MERL" "MER" "F" 940 940 11 11
"26989" 2014 88 "MERL" "MER" "F" 940 940 9 9
"26990" 2011 161 "MERL" "MER" "F" 940 940 4 4
"26991" 2017 26 "TODA" "SAG" "F" 940 940 2 2
"26992" 2016 163 "OCTO" "VUL" "F" 940 940 1 1
"26993" 2017 121 "DIPL" "ANN" "I" 940 940 35 35
"26994" 2018 147 "MULL" "BAR" "I" 940 940 1 1
"26995" 2014 173 "LOPH" "BUD" "I" 940 940 6 6
"26996" 2007 126 "ILLE" "COI" "I" 940 940 22 22
"26997" 1999 95 "ASPI" "CUC" "I" 940 940 6 6
"26998" 2018 32 "HELI" "DAC" "I" 940 940 4 4
"26999" 2011 4 "MERL" "MER" "I" 940 940 5 5
"27000" 2010 16 "MERL" "MER" "I" 940 940 37 37
"27001" 2014 76 "MERL" "MER" "I" 940 940 3 3
"27002" 2014 88 "MERL" "MER" "I" 940 940 14 14
"27003" 2004 139 "MERL" "MER" "I" 940 940 166 166
"27004" 2011 161 "MERL" "MER" "I" 940 940 13 13
"27005" 2018 152 "ARIT" "ANT" "M" 940 940 16 16
"27006" 2018 147 "MULL" "BAR" "M" 940 940 25 25
"27007" 2015 173 "MULL" "BAR" "M" 940 940 6 6
"27008" 2006 25 "LOPH" "BUD" "M" 940 940 1 1
"27009" 2016 26 "SCYO" "CAN" "M" 940 940 3 3
"27010" 2007 126 "ILLE" "COI" "M" 940 940 12 12
"27011" 1999 95 "ASPI" "CUC" "M" 940 940 4 4
"27012" 2018 32 "HELI" "DAC" "M" 940 940 1 1
"27013" 2012 8 "PAGE" "ERY" "M" 940 940 3 3
"27014" 2015 31 "ZEUS" "FAB" "M" 940 940 1 1
"27015" 2001 24 "PAPE" "LON" "M" 940 940 87 87
"27016" 2006 94 "PAPE" "LON" "M" 940 940 60 60
"27017" 2011 4 "MERL" "MER" "M" 940 940 7 7
"27018" 2010 16 "MERL" "MER" "M" 940 940 6 6
"27019" 2014 76 "MERL" "MER" "M" 940 940 3 3
"27020" 2014 88 "MERL" "MER" "M" 940 940 6 6
"27021" 2004 139 "MERL" "MER" "M" 940 940 4 4
"27022" 2011 161 "MERL" "MER" "M" 940 940 4 4
"27023" 2001 12 "MULL" "BAR" "F" 942 942 15 15
"27024" 2015 83 "MULL" "BAR" "F" 942 942 6 6
"27025" 2005 89 "MULL" "BAR" "F" 942 942 8 8
"27026" 2014 146 "ILLE" "COI" "F" 942 942 7 7
"27027" 2007 76 "MERL" "MER" "F" 942 942 4 4
"27028" 1995 107 "TRAC" "TRA" "F" 942 942 1 1
"27029" 2015 83 "MULL" "BAR" "I" 942 942 1 1
"27030" 2014 146 "ILLE" "COI" "I" 942 942 83 83
"27031" 2007 76 "MERL" "MER" "I" 942 942 4 4
"27032" 1995 107 "TRAC" "TRA" "I" 942 942 291 291
"27033" 2001 12 "MULL" "BAR" "M" 942 942 6 6
"27034" 2015 83 "MULL" "BAR" "M" 942 942 14 14
"27035" 2014 146 "ILLE" "COI" "M" 942 942 2 2
"27036" 2007 76 "MERL" "MER" "M" 942 942 4 4
"27037" 2002 89 "ELED" "CIR" "F" 943 943 1 1
"27038" 2001 96 "GALU" "MEL" "F" 943 943 2 2
"27039" 2002 89 "ELED" "CIR" "I" 943 943 3 3
"27040" 1995 79 "HELI" "DAC" "I" 943 943 15 15
"27041" 2002 89 "ELED" "CIR" "M" 943 943 1 1
"27042" 1995 79 "HELI" "DAC" "M" 943 943 3 3
"27043" 2001 96 "GALU" "MEL" "M" 943 943 1 1
"27044" 2000 12 "MULL" "BAR" "F" 944 944 10 10
"27045" 1999 121 "TRAC" "MED" "F" 944 944 5 5
"27046" 2005 30 "MERL" "MER" "I" 944 944 41 41
"27047" 2000 12 "MULL" "BAR" "M" 944 944 14 14
"27048" 1999 121 "TRAC" "MED" "M" 944 944 5 5
"27049" 2005 30 "MERL" "MER" "M" 944 944 2 2
"27050" 2000 36 "PHYI" "BLE" "F" 945 945 1 1
"27051" 2003 86 "ARIS" "FOL" "F" 945 945 46 46
"27052" 1994 80 "MERL" "MER" "F" 945 945 8 8
"27053" 2009 139 "MICM" "POU" "F" 945 945 6 6
"27054" 2007 111 "TRAC" "TRA" "F" 945 945 12 12
"27055" 2016 112 "LOLI" "VUL" "F" 945 945 1 1
"27056" 2017 156 "LOLI" "VUL" "F" 945 945 1 1
"27057" 2000 36 "PHYI" "BLE" "I" 945 945 16 16
"27058" 2009 139 "MICM" "POU" "I" 945 945 10 10
"27059" 2007 111 "TRAC" "TRA" "I" 945 945 15 15
"27060" 2016 112 "LOLI" "VUL" "I" 945 945 74 74
"27061" 2017 156 "LOLI" "VUL" "I" 945 945 79 79
"27062" 2000 36 "PHYI" "BLE" "M" 945 945 4 4
"27063" 2003 81 "LOPH" "BUD" "M" 945 945 3 3
"27064" 2003 86 "ARIS" "FOL" "M" 945 945 36 36
"27065" 1994 80 "MERL" "MER" "M" 945 945 2 2
"27066" 2009 139 "MICM" "POU" "M" 945 945 8 8
"27067" 2007 111 "TRAC" "TRA" "M" 945 945 9 9
"27068" 2017 156 "LOLI" "VUL" "M" 945 945 1 1
"27069" 2007 75 "TRAC" "MED" "F" 946 946 10 10
"27070" 1999 114 "TRAC" "MED" "F" 946 946 2 2
"27071" 2007 108 "ELED" "MOS" "F" 946 946 2 2
"27072" 1996 96 "NEPR" "NOR" "F" 946 946 4 4
"27073" 2007 75 "TRAC" "MED" "I" 946 946 68 68
"27074" 1999 114 "TRAC" "MED" "M" 946 946 2 2
"27075" 2007 108 "ELED" "MOS" "M" 946 946 2 2
"27076" 1996 96 "NEPR" "NOR" "M" 946 946 16 16
"27077" 1996 141 "HELI" "DAC" "F" 947 947 4 4
"27078" 2000 13 "MERL" "MER" "F" 947 947 2 2
"27079" 1996 141 "HELI" "DAC" "I" 947 947 15 15
"27080" 2000 13 "MERL" "MER" "I" 947 947 5 5
"27081" 1996 141 "HELI" "DAC" "M" 947 947 1 1
"27082" 2000 13 "MERL" "MER" "M" 947 947 14 14
"27083" 1999 129 "SPIC" "FLE" "F" 948 948 8 8
"27084" 1999 129 "SPIC" "FLE" "I" 948 948 14 14
"27085" 1999 129 "SPIC" "FLE" "M" 948 948 15 15
"27086" 2002 78 "ARIT" "ANT" "F" 950 950 46 46
"27087" 1996 10 "MULL" "BAR" "F" 950 950 13 13
"27088" 2000 26 "MULL" "BAR" "F" 950 950 5 5
"27089" 2009 83 "MULL" "BAR" "F" 950 950 4 4
"27090" 2009 158 "MULL" "BAR" "F" 950 950 6 6
"27091" 2011 150 "LEPM" "BOS" "F" 950 950 4 4
"27092" 2010 93 "LOPH" "BUD" "F" 950 950 1 1
"27093" 2009 6 "SCYO" "CAN" "F" 950 950 4 4
"27094" 2018 177 "SCYO" "CAN" "F" 950 950 7 7
"27095" 2010 154 "ELED" "CIR" "F" 950 950 2 2
"27096" 2015 161 "ILLE" "COI" "F" 950 950 10 10
"27097" 1998 7 "PAGE" "ERY" "F" 950 950 16 16
"27098" 1998 13 "ZEUS" "FAB" "F" 950 950 1 1
"27099" 1996 17 "ZEUS" "FAB" "F" 950 950 1 1
"27100" 2009 95 "ZEUS" "FAB" "F" 950 950 1 1
"27101" 2003 78 "ARIS" "FOL" "F" 950 950 39 39
"27102" 2016 85 "ARIS" "FOL" "F" 950 950 59 59
"27103" 2012 23 "PAPE" "LON" "F" 950 950 168 168
"27104" 2016 88 "PAPE" "LON" "F" 950 950 82 82
"27105" 2000 36 "GALU" "MEL" "F" 950 950 6 6
"27106" 2014 16 "MERL" "MER" "F" 950 950 3 3
"27107" 2011 22 "MERL" "MER" "F" 950 950 3 3
"27108" 2002 96 "MERL" "MER" "F" 950 950 2 2
"27109" 2000 103 "MERL" "MER" "F" 950 950 4 4
"27110" 2012 104 "MERL" "MER" "F" 950 950 4 4
"27111" 2011 107 "MERL" "MER" "F" 950 950 5 5
"27112" 2012 137 "MERL" "MER" "F" 950 950 4 4
"27113" 2013 166 "MERL" "MER" "F" 950 950 2 2
"27114" 2017 175 "MERL" "MER" "F" 950 950 7 7
"27115" 2002 117 "ELED" "MOS" "F" 950 950 5 5
"27116" 2005 28 "NEPR" "NOR" "F" 950 950 10 10
"27117" 2000 33 "NEPR" "NOR" "F" 950 950 3 3
"27118" 2004 96 "NEPR" "NOR" "F" 950 950 17 17
"27119" 2013 32 "ETMO" "SPI" "F" 950 950 9 9
"27120" 2015 32 "ETMO" "SPI" "F" 950 950 13 13
"27121" 2000 75 "MULL" "SUR" "F" 950 950 7 7
"27122" 1998 121 "MULL" "SUR" "F" 950 950 6 6
"27123" 2009 93 "TRAC" "TRA" "F" 950 950 5 5
"27124" 1996 1 "LOLI" "VUL" "F" 950 950 1 1
"27125" 2013 88 "OCTO" "VUL" "F" 950 950 3 3
"27126" 2000 26 "MULL" "BAR" "I" 950 950 1 1
"27127" 2012 31 "PHYI" "BLE" "I" 950 950 28 28
"27128" 2012 168 "PHYI" "BLE" "I" 950 950 80 80
"27129" 2018 26 "LEPM" "BOS" "I" 950 950 7 7
"27130" 1996 8 "LOPH" "BUD" "I" 950 950 1 1
"27131" 2015 161 "ILLE" "COI" "I" 950 950 25 25
"27132" 2013 146 "ASPI" "CUC" "I" 950 950 29 29
"27133" 2012 38 "HELI" "DAC" "I" 950 950 6 6
"27134" 2013 143 "HELI" "DAC" "I" 950 950 4 4
"27135" 2016 4 "SPIC" "FLE" "I" 950 950 67 67
"27136" 2017 163 "SPIC" "FLE" "I" 950 950 135 135
"27137" 2012 23 "PAPE" "LON" "I" 950 950 7 7
"27138" 2016 88 "PAPE" "LON" "I" 950 950 34 34
"27139" 2014 175 "TRAC" "MED" "I" 950 950 32 32
"27140" 2011 22 "MERL" "MER" "I" 950 950 111 111
"27141" 2002 96 "MERL" "MER" "I" 950 950 9 9
"27142" 2000 103 "MERL" "MER" "I" 950 950 2 2
"27143" 2012 104 "MERL" "MER" "I" 950 950 74 74
"27144" 2011 107 "MERL" "MER" "I" 950 950 7 7
"27145" 2012 137 "MERL" "MER" "I" 950 950 70 70
"27146" 2013 166 "MERL" "MER" "I" 950 950 13 13
"27147" 2017 175 "MERL" "MER" "I" 950 950 24 24
"27148" 2018 138 "SARD" "PIL" "I" 950 950 61 61
"27149" 2012 86 "TODA" "SAG" "I" 950 950 2 2
"27150" 2009 2 "TRAC" "TRA" "I" 950 950 87 87
"27151" 1996 1 "LOLI" "VUL" "I" 950 950 30 30
"27152" 1996 10 "MULL" "BAR" "M" 950 950 16 16
"27153" 2000 26 "MULL" "BAR" "M" 950 950 8 8
"27154" 2009 83 "MULL" "BAR" "M" 950 950 9 9
"27155" 2009 158 "MULL" "BAR" "M" 950 950 6 6
"27156" 2011 168 "PAGE" "BOG" "M" 950 950 10 10
"27157" 1996 8 "LOPH" "BUD" "M" 950 950 2 2
"27158" 2010 93 "LOPH" "BUD" "M" 950 950 2 2
"27159" 2018 177 "SCYO" "CAN" "M" 950 950 5 5
"27160" 2003 26 "RAJA" "CLA" "M" 950 950 2 2
"27161" 2015 161 "ILLE" "COI" "M" 950 950 6 6
"27162" 1998 7 "PAGE" "ERY" "M" 950 950 1 1
"27163" 1998 13 "ZEUS" "FAB" "M" 950 950 1 1
"27164" 2003 78 "ARIS" "FOL" "M" 950 950 16 16
"27165" 2016 85 "ARIS" "FOL" "M" 950 950 31 31
"27166" 2012 23 "PAPE" "LON" "M" 950 950 15 15
"27167" 2016 88 "PAPE" "LON" "M" 950 950 57 57
"27168" 2000 36 "GALU" "MEL" "M" 950 950 2 2
"27169" 2014 16 "MERL" "MER" "M" 950 950 6 6
"27170" 2011 22 "MERL" "MER" "M" 950 950 3 3
"27171" 2002 96 "MERL" "MER" "M" 950 950 1 1
"27172" 2000 103 "MERL" "MER" "M" 950 950 2 2
"27173" 2012 104 "MERL" "MER" "M" 950 950 5 5
"27174" 2011 107 "MERL" "MER" "M" 950 950 6 6
"27175" 2012 137 "MERL" "MER" "M" 950 950 1 1
"27176" 2013 166 "MERL" "MER" "M" 950 950 4 4
"27177" 2017 175 "MERL" "MER" "M" 950 950 7 7
"27178" 2005 28 "NEPR" "NOR" "M" 950 950 7 7
"27179" 2000 33 "NEPR" "NOR" "M" 950 950 16 16
"27180" 2004 96 "NEPR" "NOR" "M" 950 950 11 11
"27181" 2013 32 "ETMO" "SPI" "M" 950 950 10 10
"27182" 2015 32 "ETMO" "SPI" "M" 950 950 10 10
"27183" 2000 75 "MULL" "SUR" "M" 950 950 8 8
"27184" 1998 121 "MULL" "SUR" "M" 950 950 6 6
"27185" 2009 93 "TRAC" "TRA" "M" 950 950 3 3
"27186" 2010 1 "OCTO" "VUL" "M" 950 950 2 2
"27187" 2009 117 "OCTO" "VUL" "M" 950 950 1 1
"27188" 1994 82 "LOPH" "PIS" "F" 952 952 1 1
"27189" 1997 127 "TRAC" "TRA" "I" 952 952 113 113
"27190" 1997 29 "LOLI" "VUL" "I" 952 952 1 1
"27191" 1997 29 "LOLI" "VUL" "M" 952 952 2 2
"27192" 2001 33 "PAGE" "BOG" "F" 954 954 5 5
"27193" 2004 111 "TRAC" "TRA" "F" 954 954 1 1
"27194" 2001 33 "PAGE" "BOG" "I" 954 954 3 3
"27195" 2004 111 "TRAC" "TRA" "I" 954 954 176 176
"27196" 2001 33 "PAGE" "BOG" "M" 954 954 1 1
"27197" 2013 41 "SCYO" "CAN" "F" 955 955 4 4
"27198" 2015 85 "ETMO" "SPI" "F" 955 955 15 15
"27199" 2013 41 "SCYO" "CAN" "M" 955 955 1 1
"27200" 2015 85 "ETMO" "SPI" "M" 955 955 14 14
"27201" 2011 83 "MERL" "MER" "F" 956 956 1 1
"27202" 1999 145 "MERL" "MER" "F" 956 956 1 1
"27203" 2011 83 "MERL" "MER" "I" 956 956 4 4
"27204" 2011 83 "MERL" "MER" "M" 956 956 7 7
"27205" 2000 92 "GALU" "MEL" "F" 957 957 2 2
"27206" 1997 120 "OCTO" "VUL" "F" 957 957 1 1
"27207" 2000 92 "GALU" "MEL" "M" 957 957 8 8
"27208" 1997 120 "OCTO" "VUL" "M" 957 957 1 1
"27209" 1999 10 "MERL" "MER" "F" 958 958 4 4
"27210" 2000 23 "MERL" "MER" "F" 958 958 4 4
"27211" 2007 96 "MERL" "MER" "F" 958 958 1 1
"27212" 2004 132 "TRAC" "TRA" "F" 958 958 6 6
"27213" 1999 10 "MERL" "MER" "I" 958 958 11 11
"27214" 2000 23 "MERL" "MER" "I" 958 958 34 34
"27215" 2004 132 "TRAC" "TRA" "I" 958 958 72 72
"27216" 1999 10 "MERL" "MER" "M" 958 958 9 9
"27217" 2000 23 "MERL" "MER" "M" 958 958 5 5
"27218" 1996 23 "MICM" "POU" "I" 959 959 58 58
"27219" 2006 77 "LEPM" "BOS" "F" 960 960 9 9
"27220" 2014 13 "LOPH" "BUD" "F" 960 960 1 1
"27221" 2018 105 "ILLE" "COI" "F" 960 960 14 14
"27222" 1999 5 "PAGE" "ERY" "F" 960 960 22 22
"27223" 2006 38 "ARIS" "FOL" "F" 960 960 16 16
"27224" 2010 169 "ARIS" "FOL" "F" 960 960 26 26
"27225" 2001 79 "PAPE" "LON" "F" 960 960 111 111
"27226" 2017 163 "PAPE" "LON" "F" 960 960 88 88
"27227" 2012 167 "PAPE" "LON" "F" 960 960 59 59
"27228" 2006 117 "TRAC" "MED" "F" 960 960 15 15
"27229" 2010 104 "MERL" "MER" "F" 960 960 7 7
"27230" 2016 132 "MERL" "MER" "F" 960 960 11 11
"27231" 2015 138 "MERL" "MER" "F" 960 960 3 3
"27232" 2011 163 "MERL" "MER" "F" 960 960 6 6
"27233" 2014 170 "MERL" "MER" "F" 960 960 1 1
"27234" 2014 8 "ELED" "MOS" "F" 960 960 6 6
"27235" 2017 163 "ELED" "MOS" "F" 960 960 3 3
"27236" 2006 38 "LOLI" "VUL" "F" 960 960 2 2
"27237" 2009 41 "LOLI" "VUL" "F" 960 960 3 3
"27238" 2018 121 "OCTO" "VUL" "F" 960 960 1 1
"27239" 2016 163 "SOLE" "VUL" "F" 960 960 3 3
"27240" 2013 39 "PHYI" "BLE" "I" 960 960 29 29
"27241" 2016 85 "PHYI" "BLE" "I" 960 960 47 47
